
name,country,zone,fuel,tech,commissioned,capacity_mw,eta,scale,scaled_capacity_mw,fuel_std,tech_std
Hovuduk,NO,NO,,,2003.0,0.45,,,0.45,hydro,hydro_reservoir
Hugla,NO,NO,,,2004.0,1.35,,,1.35,hydro,hydro_reservoir
Hulbak,NO,NO,,,2001.0,0.048,,,0.048,hydro,hydro_reservoir
Humberset,NO,NO,,,1998.0,0.011,,,0.011,hydro,hydro_reservoir
Hunderfossen,NO,NO,,,1963.0,112.0,,,112.0,hydro,hydro_reservoir
Hundseid,NO,NO,,,2007.0,0.08,,,0.08,hydro,hydro_reservoir
Hundtjønnsbekken,NO,NO,,,2000.0,0.012,,,0.012,hydro,hydro_reservoir
Hunnevatn,NO,NO,,,1983.0,2.0,,,2.0,hydro,hydro_psh
Hunsfoss,NO,NO,,,1964.0,25.1,,,25.1,hydro,hydro_reservoir
Hurunda,NO,NO,,,2006.0,0.25,,,0.25,hydro,hydro_reservoir
Husbyelva,NO,NO,,,2002.0,0.04,,,0.04,hydro,hydro_reservoir
Husefest,NO,NO,,,2014.0,0.06,,,0.06,hydro,hydro_reservoir
Husstøl,NO,NO,,,2013.0,0.55,,,0.55,hydro,hydro_reservoir
Hustveit,NO,NO,,,2014.0,0.037,,,0.037,hydro,hydro_reservoir
Hyelva,NO,NO,,,2003.0,1.33,,,1.33,hydro,hydro_reservoir
Hylen,NO,NO,,,1980.0,160.0,,,160.0,hydro,hydro_reservoir
Hylla,NO,NO,,,1986.0,2.9,,,2.9,hydro,hydro_reservoir
Hynna,NO,NO,,,2013.0,4.53,,,4.53,hydro,hydro_reservoir
Høgefoss,NO,NO,,,1919.0,25.0,,,25.0,hydro,hydro_reservoir
Høgfallet,NO,NO,,,1989.0,1.1,,,1.1,hydro,hydro_reservoir
Høglielva Kraftverk,NO,NO,,,2004.0,0.018,,,0.018,hydro,hydro_reservoir
Hølera,NO,NO,,,2013.0,0.88,,,0.88,hydro,hydro_reservoir
Hølseter,NO,NO,,,1980.0,2.0,,,2.0,hydro,hydro_reservoir
Hønefoss,NO,NO,,,1920.0,29.4,,,29.4,hydro,hydro_reservoir
Høyanger K5A,NO,NO,,,1965.0,93.0,,,93.0,hydro,hydro_reservoir
Høyanger K5B,NO,NO,,,1978.0,16.4,,,16.4,hydro,hydro_reservoir
Høydal,NO,NO,,,1998.0,1.1,,,1.1,hydro,hydro_reservoir
Høylandsfoss,NO,NO,,,1948.0,7.5,,,7.5,hydro,hydro_reservoir
Håen,NO,NO,,,1966.0,25.0,,,25.0,hydro,hydro_reservoir
Hågjøla,NO,NO,,,2007.0,0.1,,,0.1,hydro,hydro_reservoir
Håkvik,NO,NO,,,1954.0,12.0,,,12.0,hydro,hydro_reservoir
Hålandsfoss,NO,NO,,,1955.0,4.85,,,4.85,hydro,hydro_reservoir
Håra,NO,NO,,,2014.0,4.9,,,4.9,hydro,hydro_reservoir
Hårstadbekken,NO,NO,,,2001.0,0.005,,,0.005,hydro,hydro_reservoir
Håvardsvatn,NO,NO,,,2006.0,5.0,,,5.0,hydro,hydro_reservoir
Håverstad,NO,NO,,,1957.0,48.0,,,48.0,hydro,hydro_reservoir
Håvik,NO,NO,,,2007.0,0.01,,,0.01,hydro,hydro_reservoir
Ilaget,NO,NO,,,2008.0,1.7,,,1.7,hydro,hydro_reservoir
Ildgrubfossen,NO,NO,,,1950.0,6.5,,,6.5,hydro,hydro_reservoir
Imsland,NO,NO,,,2010.0,5.0,,,5.0,hydro,hydro_reservoir
Indre Fossen,NO,NO,,,1999.0,0.036,,,0.036,hydro,hydro_reservoir
Indre Norddal,NO,NO,,,2008.0,0.089,,,0.089,hydro,hydro_reservoir
Indrebø,NO,NO,,,2010.0,0.884,,,0.884,hydro,hydro_reservoir
Indreitselva,NO,NO,,,2008.0,0.425,,,0.425,hydro,hydro_reservoir
Ingstad,NO,NO,,,2007.0,0.132,,,0.132,hydro,hydro_reservoir
Innset,NO,NO,,,1960.0,90.0,,,90.0,hydro,hydro_reservoir
Innvik,NO,NO,,,2007.0,15.5,,,15.5,hydro,hydro_reservoir
Istad,NO,NO,,,1919.0,4.8,,,4.8,hydro,hydro_reservoir
Isvatn,NO,NO,,,2004.0,0.1,,,0.1,hydro,hydro_psh
Iungsdalshytta,NO,NO,,,2017.0,0.06,,,0.06,hydro,hydro_reservoir
Iveland,NO,NO,,,1949.0,87.0,,,87.0,hydro,hydro_reservoir
Jardøla,NO,NO,,,2008.0,5.0,,,5.0,hydro,hydro_reservoir
Joka,NO,NO,,,2005.0,1.5,,,1.5,hydro,hydro_reservoir
Jora,NO,NO,,,2008.0,1.349,,,1.349,hydro,hydro_reservoir
Jorda,NO,NO,,,2012.0,2.55,,,2.55,hydro,hydro_reservoir
Jordal,NO,NO,,,2006.0,4.95,,,4.95,hydro,hydro_reservoir
Jordal,NO,NO,,,2004.0,0.99,,,0.99,hydro,hydro_reservoir
Jordal,NO,NO,,,2018.0,6.06,,,6.06,hydro,hydro_reservoir
Jordalen,NO,NO,,,2005.0,0.45,,,0.45,hydro,hydro_reservoir
Jordalen 2,NO,NO,,,2017.0,7.5,,,7.5,hydro,hydro_reservoir
Jostedal,NO,NO,,,1989.0,288.0,,,288.0,hydro,hydro_reservoir
Jukla,NO,NO,,,1974.0,35.0,,,35.0,hydro,hydro_psh
Julfoss,NO,NO,,,2009.0,2.4,,,2.4,hydro,hydro_reservoir
Julskaret,NO,NO,,,1968.0,7.0,,,7.0,hydro,hydro_reservoir
Juvet,NO,NO,,,2002.0,0.45,,,0.45,hydro,hydro_reservoir
Juvfossen,NO,NO,,,2002.0,7.0,,,7.0,hydro,hydro_reservoir
Juvsbekken,NO,NO,,,1998.0,0.01,,,0.01,hydro,hydro_reservoir
Jølstraholmen,NO,NO,,,2003.0,0.144,,,0.144,hydro,hydro_reservoir
Jølåna,NO,NO,,,2011.0,1.68,,,1.68,hydro,hydro_reservoir
Jørundland,NO,NO,,,1970.0,55.2,,,55.2,hydro,hydro_reservoir
Jøssang,NO,NO,,,2010.0,34.0,,,34.0,hydro,hydro_reservoir
Jøssingfjord,NO,NO,,,2009.0,4.5,,,4.5,hydro,hydro_reservoir
Jåstadkraft,NO,NO,,,2010.0,0.99,,,0.99,hydro,hydro_reservoir
Kaggefoss,NO,NO,,,1951.0,85.5,,,85.5,hydro,hydro_reservoir
Kaldestad,NO,NO,,,1936.0,6.3,,,6.3,hydro,hydro_reservoir
Kaldestad,NO,NO,,,1964.0,24.0,,,24.0,hydro,hydro_reservoir
Kaldheim Bruk,NO,NO,,,1995.0,0.015,,,0.015,hydro,hydro_reservoir
Kaldsåni,NO,NO,,,2015.0,2.8,,,2.8,hydro,hydro_reservoir
Kaldåga,NO,NO,,,1958.0,15.0,,,15.0,hydro,hydro_reservoir
Kaldåga,NO,NO,,,2019.0,2.1,,,2.1,hydro,hydro_reservoir
Kaldåna,NO,NO,,,2014.0,2.99,,,2.99,hydro,hydro_reservoir
Kaldåni,NO,NO,,,2003.0,0.054,,,0.054,hydro,hydro_reservoir
Kalsabø,NO,NO,,,2000.0,0.09,,,0.09,hydro,hydro_reservoir
Kalvedalen,NO,NO,,,1967.0,19.0,,,19.0,hydro,hydro_reservoir
Kalvåa,NO,NO,,,2000.0,0.28,,,0.28,hydro,hydro_reservoir
Kambe Kraft,NO,NO,,,2002.0,0.05,,,0.05,hydro,hydro_reservoir
Kammerfoss,NO,NO,,,1958.0,1.9,,,1.9,hydro,hydro_reservoir
Kanalen,NO,NO,,,2005.0,0.01,,,0.01,hydro,hydro_reservoir
Kandal,NO,NO,,,2009.0,4.8,,,4.8,hydro,hydro_reservoir
Kangsliåga,NO,NO,,,2010.0,3.097,,,3.097,hydro,hydro_reservoir
Kanndalen,NO,NO,,,2012.0,5.49,,,5.49,hydro,hydro_reservoir
Karstad,NO,NO,,,2009.0,0.39,,,0.39,hydro,hydro_reservoir
Kastdalen,NO,NO,,,1969.0,1.6,,,1.6,hydro,hydro_psh
Kaupanger,NO,NO,,,1996.0,0.055,,,0.055,hydro,hydro_reservoir
Kaupanger 3,NO,NO,,,2010.0,5.1,,,5.1,hydro,hydro_reservoir
Kildalen,NO,NO,,,1960.0,8.2,,,8.2,hydro,hydro_reservoir
Kilsti,NO,NO,,,2004.0,0.015,,,0.015,hydro,hydro_reservoir
Kinnali,NO,NO,,,1995.0,0.07,,,0.07,hydro,hydro_reservoir
Kinnali II,NO,NO,,,1996.0,0.099,,,0.099,hydro,hydro_reservoir
Kinnforsen,NO,NO,,,2014.0,2.95,,,2.95,hydro,hydro_reservoir
Kinso,NO,NO,,,1917.0,4.1,,,4.1,hydro,hydro_reservoir
Kistafossen,NO,NO,,,2008.0,1.6,,,1.6,hydro,hydro_reservoir
Kiste,NO,NO,,,1917.0,5.87,,,5.87,hydro,hydro_reservoir
Kistefoss I,NO,NO,,,1942.0,1.3999,,,1.3999,hydro,hydro_reservoir
Kistefoss II,NO,NO,,,1955.0,4.2,,,4.2,hydro,hydro_reservoir
Kittilsviken,NO,NO,,,2007.0,1.9,,,1.9,hydro,hydro_reservoir
Kjela,NO,NO,,,1979.0,62.0,,,62.0,hydro,hydro_reservoir
Kjeldebekken,NO,NO,,,1998.0,0.285,,,0.285,hydro,hydro_reservoir
Kjeldåga,NO,NO,,,2004.0,0.47,,,0.47,hydro,hydro_reservoir
Kjensvatn,NO,NO,,,2014.0,14.0,,,14.0,hydro,hydro_reservoir
Kjetland,NO,NO,,,2004.0,1.5,,,1.5,hydro,hydro_reservoir
Kjosfoss,NO,NO,,,1944.0,4.2,,,4.2,hydro,hydro_reservoir
Kjærnes,NO,NO,,,2009.0,0.99,,,0.99,hydro,hydro_reservoir
Kjøljua,NO,NO,,,1990.0,0.8,,,0.8,hydro,hydro_reservoir
Kjølvik,NO,NO,,,2010.0,0.34,,,0.34,hydro,hydro_reservoir
Kjørstad,NO,NO,,,2016.0,2.5,,,2.5,hydro,hydro_reservoir
Kjøsnesfjorden,NO,NO,,,2010.0,84.0,,,84.0,hydro,hydro_reservoir
Kjøsstånå,NO,NO,,,1997.0,0.088,,,0.088,hydro,hydro_reservoir
Kleiva,NO,NO,,,2009.0,3.9,,,3.9,hydro,hydro_reservoir
Kleivafoss,NO,NO,,,1946.0,0.2,,,0.2,hydro,hydro_reservoir
Kleivane,NO,NO,,,2004.0,0.986,,,0.986,hydro,hydro_reservoir
Kleivane,NO,NO,,,2008.0,0.099,,,0.099,hydro,hydro_reservoir
Klosterfoss,NO,NO,,,1969.0,10.5,,,10.5,hydro,hydro_reservoir
Klubbatjern,NO,NO,,,1999.0,0.2,,,0.2,hydro,hydro_psh
Kløvkraft,NO,NO,,,2013.0,1.389,,,1.389,hydro,hydro_reservoir
Kløvtveit,NO,NO,,,2006.0,8.9,,,8.9,hydro,hydro_reservoir
Knutfoss,NO,NO,,,2010.0,4.85,,,4.85,hydro,hydro_reservoir
Koabekken,NO,NO,,,1999.0,0.016,,,0.016,hydro,hydro_reservoir
Kobbelv,NO,NO,,,1987.0,300.0,,,300.0,hydro,hydro_reservoir
Kobbholm,NO,NO,,,2010.0,3.2,,,3.2,hydro,hydro_reservoir
Kolfossen,NO,NO,,,1955.0,2.7,,,2.7,hydro,hydro_reservoir
Kolsvik,NO,NO,,,1979.0,128.0,,,128.0,hydro,hydro_reservoir
Kongsfjord I,NO,NO,,,1946.0,4.4,,,4.4,hydro,hydro_reservoir
Kongsfoss,NO,NO,,,2004.0,2.9,,,2.9,hydro,hydro_reservoir
Kongsmarka,NO,NO,,,1920.0,2.5,,,2.5,hydro,hydro_reservoir
Kongsvinger,NO,NO,,,1975.0,42.7,,,42.7,hydro,hydro_reservoir
Kopa,NO,NO,,,1937.0,2.6,,,2.6,hydro,hydro_reservoir
Koparvike,NO,NO,,,2003.0,0.5,,,0.5,hydro,hydro_reservoir
Krogseth,NO,NO,,,1997.0,0.015,,,0.015,hydro,hydro_reservoir
Krogstadelva,NO,NO,,,2012.0,4.7,,,4.7,hydro,hydro_reservoir
Kroka,NO,NO,,,2008.0,0.47,,,0.47,hydro,hydro_reservoir
Krokevatn,NO,NO,,,2009.0,3.3,,,3.3,hydro,hydro_reservoir
Krokvatn,NO,NO,,,1951.0,2.0,,,2.0,hydro,hydro_reservoir
Krutlet,NO,NO,,,1999.0,0.045,,,0.045,hydro,hydro_reservoir
Krutvatnet,NO,NO,,,2002.0,0.01,,,0.01,hydro,hydro_reservoir
Kråkenes,NO,NO,,,2007.0,2.16,,,2.16,hydro,hydro_reservoir
Kuli,NO,NO,,,1966.0,6.0,,,6.0,hydro,hydro_reservoir
Kulu,NO,NO,,,2014.0,2.88,,,2.88,hydro,hydro_reservoir
Kupe,NO,NO,,,2017.0,3.2,,,3.2,hydro,hydro_reservoir
Kuråsfoss,NO,NO,,,1952.0,10.6,,,10.6,hydro,hydro_reservoir
Kvalvaag,NO,NO,,,2010.0,0.5,,,0.5,hydro,hydro_reservoir
Kvamselva,NO,NO,,,2016.0,2.67,,,2.67,hydro,hydro_reservoir
Kvangreelva,NO,NO,,,2012.0,0.48,,,0.48,hydro,hydro_reservoir
Kvanndal,NO,NO,,,1967.0,40.0,,,40.0,hydro,hydro_reservoir
Kvannvatn,NO,NO,,,2008.0,4.04,,,4.04,hydro,hydro_reservoir
Kvarv,NO,NO,,,1987.0,2.2,,,2.2,hydro,hydro_reservoir
Kvassteinåga,NO,NO,,,2011.0,4.33,,,4.33,hydro,hydro_reservoir
Kveaså,NO,NO,,,2011.0,5.4,,,5.4,hydro,hydro_reservoir
Kvemma,NO,NO,,,2015.0,5.0,,,5.0,hydro,hydro_reservoir
Kvemma minikraftverk,NO,NO,,,2004.0,0.232,,,0.232,hydro,hydro_reservoir
Kvennhusbekken,NO,NO,,,2004.0,0.004,,,0.004,hydro,hydro_reservoir
Kvennhusåi,NO,NO,,,1999.0,0.995,,,0.995,hydro,hydro_reservoir
Kvennhølet,NO,NO,,,2003.0,0.014,,,0.014,hydro,hydro_reservoir
Kvernerud,NO,NO,,,1917.0,0.28,,,0.28,hydro,hydro_reservoir
Kvernfallet,NO,NO,,,1936.0,1.1,,,1.1,hydro,hydro_reservoir
Kvernhusbekken,NO,NO,,,2007.0,0.07,,,0.07,hydro,hydro_reservoir
Kvernhusdalsbekken,NO,NO,,,2005.0,0.099,,,0.099,hydro,hydro_reservoir
Kvernhuselva,NO,NO,,,2000.0,0.32,,,0.32,hydro,hydro_reservoir
Kvernhusfossen,NO,NO,,,1993.0,0.011,,,0.011,hydro,hydro_reservoir
Kvernhusfossen,NO,NO,,,1997.0,0.1424,,,0.1424,hydro,hydro_reservoir
Kverninga,NO,NO,,,2013.0,2.832,,,2.832,hydro,hydro_reservoir
Kvernstad,NO,NO,,,2008.0,2.75,,,2.75,hydro,hydro_reservoir
Kvernstufossen,NO,NO,,,1997.0,0.5,,,0.5,hydro,hydro_reservoir
Kvernåi,NO,NO,,,2017.0,2.83,,,2.83,hydro,hydro_reservoir
Kvilldal,NO,NO,,,1981.0,1240.0,,,1240.0,hydro,hydro_reservoir
Kvina,NO,NO,,,2006.0,0.32,,,0.32,hydro,hydro_reservoir
Kvinen,NO,NO,,,1981.0,80.0,,,80.0,hydro,hydro_reservoir
Kvinesdal,NO,NO,,,2006.0,1.3,,,1.3,hydro,hydro_reservoir
Kvitefella,NO,NO,,,2005.0,1.3,,,1.3,hydro,hydro_reservoir
Kvitelva,NO,NO,,,2011.0,0.45,,,0.45,hydro,hydro_reservoir
Kvitfossen,NO,NO,,,1956.0,1.8,,,1.8,hydro,hydro_reservoir
Kvitingen,NO,NO,,,1926.0,0.3,,,0.3,hydro,hydro_reservoir
Kvitno,NO,NO,,,2015.0,9.0,,,9.0,hydro,hydro_reservoir
Kvittingen,NO,NO,,,1984.0,48.0,,,48.0,hydro,hydro_reservoir
Kvitvella,NO,NO,,,2014.0,1.55,,,1.55,hydro,hydro_reservoir
Kvitåi,NO,NO,,,2019.0,2.58,,,2.58,hydro,hydro_reservoir
Kviven,NO,NO,,,2006.0,1.55,,,1.55,hydro,hydro_reservoir
Kvænangsbotn,NO,NO,,,1965.0,55.0,,,55.0,hydro,hydro_reservoir
Kvåle,NO,NO,,,2009.0,4.6,,,4.6,hydro,hydro_reservoir
Kvåmm,NO,NO,,,2003.0,0.017,,,0.017,hydro,hydro_reservoir
Kylland,NO,NO,,,2010.0,1.3,,,1.3,hydro,hydro_reservoir
Kyrkjevollgrova,NO,NO,,,2010.0,0.3,,,0.3,hydro,hydro_reservoir
Kysinga,NO,NO,,,2010.0,1.25,,,1.25,hydro,hydro_reservoir
Kåven,NO,NO,,,1952.0,4.5,,,4.5,hydro,hydro_reservoir
Laksen,NO,NO,,,2012.0,4.949,,,4.949,hydro,hydro_reservoir
Lakshola,NO,NO,,,1999.0,30.0,,,30.0,hydro,hydro_reservoir
Landakraft,NO,NO,,,2010.0,2.0,,,2.0,hydro,hydro_reservoir
Langdalselva,NO,NO,,,2013.0,4.3,,,4.3,hydro,hydro_reservoir
Langedal,NO,NO,,,2018.0,3.0,,,3.0,hydro,hydro_reservoir
Langedalen,NO,NO,,,2011.0,5.0,,,5.0,hydro,hydro_reservoir
Langedalselva,NO,NO,,,2018.0,0.99,,,0.99,hydro,hydro_reservoir
Langevåg,NO,NO,,,1939.0,0.125,,,0.125,hydro,hydro_reservoir
Langfjord,NO,NO,,,1949.0,9.0,,,9.0,hydro,hydro_reservoir
Langfoss,NO,NO,,,1955.0,2.4,,,2.4,hydro,hydro_reservoir
Langli,NO,NO,,,1944.0,1.2,,,1.2,hydro,hydro_reservoir
Lang-Sima,NO,NO,,,1980.0,500.0,,,500.0,hydro,hydro_reservoir
Langsteinelva,NO,NO,,,1997.0,0.09,,,0.09,hydro,hydro_reservoir
Langvatn,NO,NO,,,1978.0,5.4,,,5.4,hydro,hydro_reservoir
Langvatn,NO,NO,,,1964.0,90.0,,,90.0,hydro,hydro_reservoir
Langåsfoss,NO,NO,,,1987.0,1.13,,,1.13,hydro,hydro_reservoir
Lappvikelva,NO,NO,,,2010.0,2.7,,,2.7,hydro,hydro_reservoir
Laskbekken,NO,NO,,,2018.0,0.99,,,0.99,hydro,hydro_reservoir
Lassajavrri,NO,NO,,,1977.0,7.2,,,7.2,hydro,hydro_reservoir
Laudal,NO,NO,,,1981.0,32.0,,,32.0,hydro,hydro_reservoir
Laugaland,NO,NO,,,2006.0,0.075,,,0.075,hydro,hydro_reservoir
Lauki og Melei,NO,NO,,,1917.0,0.1,,,0.1,hydro,hydro_reservoir
Lauvlielva,NO,NO,,,2012.0,1.25,,,1.25,hydro,hydro_reservoir
Lauvsnes,NO,NO,,,2008.0,1.4,,,1.4,hydro,hydro_reservoir
Lavkajohka,NO,NO,,,1982.0,8.7,,,8.7,hydro,hydro_reservoir
Leidesfossen,NO,NO,,,2000.0,0.3,,,0.3,hydro,hydro_reservoir
Leinafoss,NO,NO,,,1932.0,4.8,,,4.8,hydro,hydro_reservoir
Leirbekken,NO,NO,,,1915.0,0.945,,,0.945,hydro,hydro_reservoir
Leirdøla,NO,NO,,,1978.0,125.0,,,125.0,hydro,hydro_reservoir
Leirelva,NO,NO,,,2013.0,4.59,,,4.59,hydro,hydro_reservoir
Leirfossene,NO,NO,,,2008.0,45.0,,,45.0,hydro,hydro_reservoir
Leiro,NO,NO,,,2011.0,5.0,,,5.0,hydro,hydro_reservoir
Leirosen,NO,NO,,,1975.0,0.45,,,0.45,hydro,hydro_reservoir
Leiråa,NO,NO,,,2017.0,5.5,,,5.5,hydro,hydro_reservoir
Leknesvatn,NO,NO,,,2016.0,3.8,,,3.8,hydro,hydro_reservoir
Lekum,NO,NO,,,1992.0,1.5,,,1.5,hydro,hydro_reservoir
Lesjaverk,NO,NO,,,1942.0,0.0,,,0.0,hydro,hydro_reservoir
Liaelva,NO,NO,,,2016.0,1.5,,,1.5,hydro,hydro_reservoir
Liafoss,NO,NO,,,1949.0,2.9,,,2.9,hydro,hydro_reservoir
Liarelva,NO,NO,,,2013.0,1.9,,,1.9,hydro,hydro_reservoir
Liavatn,NO,NO,,,1962.0,1.8,,,1.8,hydro,hydro_reservoir
Lidal,NO,NO,,,2017.0,7.82,,,7.82,hydro,hydro_reservoir
Lielva,NO,NO,,,2012.0,1.15,,,1.15,hydro,hydro_reservoir
Lien,NO,NO,,,2004.0,0.0025,,,0.0025,hydro,hydro_reservoir
Lille Måsevatn,NO,NO,,,2016.0,0.68,,,0.68,hydro,hydro_psh
Lindland,NO,NO,,,2002.0,8.1,,,8.1,hydro,hydro_reservoir
Lindåna,NO,NO,,,2011.0,1.45,,,1.45,hydro,hydro_reservoir
Linvasselv,NO,NO,,,1962.0,25.0,,,25.0,hydro,hydro_reservoir
Lio,NO,NO,,,1969.0,43.0,,,43.0,hydro,hydro_reservoir
Lislevatn,NO,NO,,,2015.0,4.2,,,4.2,hydro,hydro_reservoir
Litjfossen,NO,NO,,,1982.0,75.0,,,75.0,hydro,hydro_reservoir
Litj-Hena,NO,NO,,,2014.0,4.858,,,4.858,hydro,hydro_reservoir
Litledalen,NO,NO,,,1920.0,17.0,,,17.0,hydro,hydro_reservoir
Litlelva,NO,NO,,,2009.0,1.36,,,1.36,hydro,hydro_reservoir
Litleåna,NO,NO,,,2013.0,3.2,,,3.2,hydro,hydro_reservoir
Ljotå,NO,NO,,,2019.0,1.65,,,1.65,hydro,hydro_reservoir
Ljøsåa,NO,NO,,,2008.0,2.6,,,2.6,hydro,hydro_reservoir
Logna,NO,NO,,,1961.0,20.2,,,20.2,hydro,hydro_reservoir
Lognavann,NO,NO,,,1998.0,0.055,,,0.055,hydro,hydro_reservoir
Lomen,NO,NO,,,1983.0,54.5,,,54.5,hydro,hydro_reservoir
Lomi,NO,NO,,,1979.0,118.0,,,118.0,hydro,hydro_reservoir
Lomsdalselva,NO,NO,,,1998.0,0.025,,,0.025,hydro,hydro_reservoir
Longerak,NO,NO,,,1915.0,1.2999,,,1.2999,hydro,hydro_reservoir
Lothe,NO,NO,,,2007.0,0.09,,,0.09,hydro,hydro_reservoir
Lotsberg,NO,NO,,,2010.0,1.45,,,1.45,hydro,hydro_reservoir
Lovik,NO,NO,,,1952.0,1.2,,,1.2,hydro,hydro_reservoir
Lundsfoss,NO,NO,,,1915.0,0.7,,,0.7,hydro,hydro_reservoir
Lundsæter,NO,NO,,,1934.0,0.75,,,0.75,hydro,hydro_reservoir
Luostejok,NO,NO,,,2020.0,2.58,,,2.58,hydro,hydro_reservoir
Luren,NO,NO,,,1998.0,0.0026,,,0.0026,hydro,hydro_reservoir
Lutufallet,NO,NO,,,1964.0,14.1,,,14.1,hydro,hydro_reservoir
Lya,NO,NO,,,2008.0,5.49,,,5.49,hydro,hydro_reservoir
Lysbotn,NO,NO,,,1941.0,5.35,,,5.35,hydro,hydro_reservoir
Lysebotn 2,NO,NO,,,1953.0,370.0,,,370.0,hydro,hydro_reservoir
Lysvatn,NO,NO,,,1963.0,4.1,,,4.1,hydro,hydro_reservoir
Løa,NO,NO,,,1999.0,0.35,,,0.35,hydro,hydro_reservoir
Løgjen,NO,NO,,,2007.0,0.57,,,0.57,hydro,hydro_reservoir
Løkaunet,NO,NO,,,1926.0,9.3,,,9.3,hydro,hydro_reservoir
Løpet,NO,NO,,,1971.0,29.0,,,29.0,hydro,hydro_reservoir
Madalen,NO,NO,,,2003.0,0.12,,,0.12,hydro,hydro_reservoir
Madland,NO,NO,,,2010.0,1.875,,,1.875,hydro,hydro_reservoir
Mago A,NO,NO,,,1984.0,0.77,,,0.77,hydro,hydro_reservoir
Mago B,NO,NO,,,1960.0,0.86,,,0.86,hydro,hydro_reservoir
Mago C,NO,NO,,,1978.0,0.78,,,0.78,hydro,hydro_reservoir
Mago D,NO,NO,,,1980.0,1.6,,,1.6,hydro,hydro_reservoir
Makkoren,NO,NO,,,2012.0,4.0,,,4.0,hydro,hydro_reservoir
Malmo,NO,NO,,,1997.0,0.7,,,0.7,hydro,hydro_reservoir
Mandelid,NO,NO,,,2000.0,0.125,,,0.125,hydro,hydro_reservoir
Mannsberg,NO,NO,,,2016.0,3.52,,,3.52,hydro,hydro_reservoir
Mardal,NO,NO,,,1975.0,6.0,,,6.0,hydro,hydro_psh
Maribu,NO,NO,,,2008.0,0.09,,,0.09,hydro,hydro_reservoir
Marifjøra,NO,NO,,,2001.0,0.09,,,0.09,hydro,hydro_reservoir
Markjelkevatn,NO,NO,,,2007.0,1.2,,,1.2,hydro,hydro_psh
Marvik,NO,NO,,,2008.0,0.786,,,0.786,hydro,hydro_reservoir
Matre H,NO,NO,,,1957.0,180.0,,,180.0,hydro,hydro_reservoir
Matre M,NO,NO,,,1962.0,150.0,,,150.0,hydro,hydro_reservoir
Mattisfoss,NO,NO,,,1993.0,2.3,,,2.3,hydro,hydro_reservoir
Maudal,NO,NO,,,1930.0,25.5,,,25.5,hydro,hydro_reservoir
Mauranger,NO,NO,,,1974.0,250.0,,,250.0,hydro,hydro_reservoir
Medåe,NO,NO,,,2007.0,0.784,,,0.784,hydro,hydro_reservoir
Medås,NO,NO,,,2000.0,0.02,,,0.02,hydro,hydro_reservoir
Mehammer Mikrokraftverk I,NO,NO,,,2000.0,0.012,,,0.012,hydro,hydro_reservoir
Mehammer Mikrokraftverk II,NO,NO,,,2005.0,0.018,,,0.018,hydro,hydro_reservoir
Meierifossen,NO,NO,,,2008.0,1.36,,,1.36,hydro,hydro_reservoir
Meisal I,NO,NO,,,1936.0,0.9,,,0.9,hydro,hydro_reservoir
Meisal II,NO,NO,,,1999.0,4.1,,,4.1,hydro,hydro_reservoir
Mel,NO,NO,,,1989.0,52.0,,,52.0,hydro,hydro_reservoir
Mela,NO,NO,,,2017.0,3.74,,,3.74,hydro,hydro_reservoir
Melheim,NO,NO,,,2013.0,0.05,,,0.05,hydro,hydro_reservoir
Melkefoss,NO,NO,,,1978.0,22.0,,,22.0,hydro,hydro_reservoir
Mellomjord 2,NO,NO,,,2008.0,0.018,,,0.018,hydro,hydro_reservoir
Memurubu,NO,NO,,,1972.0,0.06,,,0.06,hydro,hydro_reservoir
Meråker,NO,NO,,,1994.0,86.8,,,86.8,hydro,hydro_reservoir
Mesna,NO,NO,,,1985.0,37.5,,,37.5,hydro,hydro_reservoir
Middagsbukt,NO,NO,,,2007.0,0.006,,,0.006,hydro,hydro_reservoir
Middyr,NO,NO,,,1981.0,1.2999,,,1.2999,hydro,hydro_reservoir
Middøla,NO,NO,,,2015.0,4.36,,,4.36,hydro,hydro_reservoir
Midtlæger,NO,NO,,,2016.0,3.47,,,3.47,hydro,hydro_reservoir
Midtre Tessa,NO,NO,,,1954.0,7.0,,,7.0,hydro,hydro_reservoir
Midtun,NO,NO,,,2014.0,0.65,,,0.65,hydro,hydro_reservoir
Milja,NO,NO,,,2019.0,0.12,,,0.12,hydro,hydro_reservoir
Misfjord,NO,NO,,,2012.0,1.4,,,1.4,hydro,hydro_reservoir
Mjeldeelva,NO,NO,,,2016.0,1.64,,,1.64,hydro,hydro_reservoir
Mjella,NO,NO,,,2007.0,0.2,,,0.2,hydro,hydro_reservoir
Mo,NO,NO,,,1908.0,2.3,,,2.3,hydro,hydro_reservoir
Mo,NO,NO,,,2000.0,10.0,,,10.0,hydro,hydro_reservoir
Mobæk Mølle,NO,NO,,,1942.0,0.025,,,0.025,hydro,hydro_reservoir
Moe,NO,NO,,,1995.0,0.005,,,0.005,hydro,hydro_reservoir
Moelv,NO,NO,,,2001.0,1.2,,,1.2,hydro,hydro_reservoir
Mofjellet,NO,NO,,,2011.0,0.597,,,0.597,hydro,hydro_reservoir
Moflåt,NO,NO,,,1954.0,30.0,,,30.0,hydro,hydro_reservoir
Moi,NO,NO,,,1997.0,0.5,,,0.5,hydro,hydro_reservoir
